n_S, m_S, n, m, c_S, internal_density, edges_inside, average_degree, fomd, tpr, expansion, cut_ratio, conductance, normalized_cut, maximum_odf, average_odf, flake_odf, modularity, auc_score
9.0,3.0,19634.0,270970.0,392,0.08333333333333333,3.0,0.6666666666666666,0.0,0.2222222222222222,43.55555555555556,0.002219391365888181,0.9849246231155779,0.9856474355936815,1.0,0.988696488696,1.0,-24.11,0.812835
9.0,7.0,19634.0,270970.0,799,0.19444444444444445,7.0,1.5555555555555556,0.111111111111,0.2222222222222222,88.77777777777777,0.004523708421797594,0.982779827798278,0.9842520282681292,1.0,0.985445838637,1.0,-49.4825,0.951692
15.0,1.0,19634.0,270970.0,307,0.009523809523809525,1.0,0.13333333333333333,0.0,0.06666666666666667,20.466666666666665,0.0010432064155495523,0.9935275080906149,0.9940936728316452,1.0,0.985185185185,1.0,-19.25,0.613755
8.0,0.0,19634.0,270970.0,51,0.0,0.0,0.0,0.0,0.0,6.375,0.0003248242127789667,1.0,1.000094097503464,1.0,1.0,1.0,-3.1825,0.780986
12.0,17.0,19634.0,270970.0,838,0.25757575757575757,17.0,2.8333333333333335,0.0833333333333,0.3333333333333333,69.83333333333333,0.003558930452213502,0.9610091743119266,0.9625531803258116,1.0,0.970660219529,1.0,-51.105,0.907156
6.0,1.0,19634.0,270970.0,121,0.06666666666666667,1.0,0.3333333333333333,0.0,0.16666666666666666,20.166666666666668,0.0010274437877861558,0.983739837398374,0.9839630603316709,1.0,0.833333333333,1.0,-7.4875,0.339001
14.0,5.0,19634.0,270970.0,819,0.054945054945054944,5.0,0.7142857142857143,0.0,0.14285714285714285,58.5,0.002981651376146789,0.9879372738238842,0.98944625864007,1.0,0.963409290096,1.0,-51.0,0.7531505
7.0,1.0,19634.0,270970.0,58,0.047619047619047616,1.0,0.2857142857142857,0.0,0.14285714285714285,8.285714285714286,0.0004221589792487026,0.9666666666666667,0.9667736785265328,1.0,0.952380952381,1.0,-3.5125,0.286495
15.0,3.0,19634.0,270970.0,121,0.02857142857142857,3.0,0.4,0.0,0.13333333333333333,8.066666666666666,0.0004111660465195304,0.952755905511811,0.9529791300923425,1.0,0.951111111111,1.0,-7.4399999999999995,0.366648
15.0,9.0,19634.0,270970.0,138,0.08571428571428572,9.0,1.2,0.0666666666667,0.26666666666666666,9.2,0.0004689331770222743,0.8846153846153846,0.8848699689787392,1.0,0.851951951952,1.0,-8.0825,0.468555
7.0,1.0,19634.0,270970.0,113,0.047619047619047616,1.0,0.2857142857142857,0.0,0.14285714285714285,16.142857142857142,0.0008224821492259206,0.9826086956521739,0.9828171631211021,1.0,0.833333333333,0.8571428571428571,-6.89,0.235709
13.0,2.0,19634.0,270970.0,535,0.02564102564102564,2.0,0.3076923076923077,0.0,0.15384615384615385,41.15384615384615,0.0020974387724298532,0.9925788497217068,0.9935650775569276,1.0,0.987436551782,1.0,-33.3525,0.9217335
6.0,1.0,19634.0,270970.0,43,0.06666666666666667,1.0,0.3333333333333333,0.0,0.16666666666666666,7.166666666666667,0.0003651246518578901,0.9555555555555556,0.9556348941301551,1.0,0.833333333333,1.0,-2.4925,0.21114
14.0,27.0,19634.0,270970.0,1654,0.2967032967032967,27.0,3.857142857142857,0.142857142857,0.6428571428571429,118.14285714285714,0.006021552351827581,0.968384074941452,0.971427089255026,1.0,0.965563409172,1.0,-102.175,0.910691
17.0,11.0,19634.0,270970.0,644,0.08088235294117647,11.0,1.2941176470588236,0.0588235294118,0.23529411764705882,37.88235294117647,0.0019310981771512704,0.9669669669669669,0.9681539280884609,1.0,0.986319142465,1.0,-39.685,0.633006
8.0,1.0,19634.0,270970.0,126,0.03571428571428571,1.0,0.25,0.0,0.125,15.75,0.0008025068786303883,0.984375,0.9846074448773576,1.0,0.99537037037,1.0,-7.824999999999999,0.484725
16.0,9.0,19634.0,270970.0,721,0.075,9.0,1.125,0.0,0.3125,45.0625,0.002296997655214599,0.9756427604871448,0.9769714425119751,1.0,0.986863257716,0.9375,-44.525,0.544789
5.0,6.0,19634.0,270970.0,295,0.6,6.0,2.4,0.2,0.4,59.0,0.003005756788425289,0.9609120521172638,0.961456108713904,1.0,0.982257441051,1.0,-18.0225,0.94493
15.0,9.0,19634.0,270970.0,213,0.08571428571428572,9.0,1.2,0.0,0.3333333333333333,14.2,0.0007237881645343799,0.922077922077922,0.9224708131474896,1.0,0.930888928587,1.0,-12.9,0.480572
10.0,6.0,19634.0,270970.0,215,0.13333333333333333,6.0,1.2,0.0,0.3,21.5,0.0010955972278842234,0.947136563876652,0.9475331382122055,1.0,0.927020447907,1.0,-13.0475,0.732743
10.0,5.0,19634.0,270970.0,533,0.1111111111111111,5.0,1.0,0.0,0.4,53.3,0.0027160619649408886,0.9815837937384899,0.9825663492307539,1.0,0.861646933488,0.9,-32.9375,0.408452
10.0,0.0,19634.0,270970.0,158,0.0,0.0,0.0,0.0,0.0,15.8,0.0008051365674684061,1.0,1.0002914602156805,1.0,1.0,0.9,-9.84,0.280687
12.0,6.0,19634.0,270970.0,88,0.09090909090909091,6.0,1.0,0.0,0.3333333333333333,7.333333333333333,0.0003737301668195563,0.88,0.8801623568307947,1.0,0.846794258373,0.9166666666666666,-5.1525,0.298923
8.0,0.0,19634.0,270970.0,96,0.0,0.0,0.0,0.0,0.0,12.0,0.0006114338122898196,1.0,1.0001771100074535,1.0,1.0,1.0,-5.9325,0.330799
15.0,5.0,19634.0,270970.0,272,0.047619047619047616,5.0,0.6666666666666666,0.0,0.13333333333333333,18.133333333333333,0.000924274088043903,0.9645390070921985,0.9650406651458391,1.0,0.980105820106,1.0,-16.61,0.724117
12.0,1.0,19634.0,270970.0,259,0.015151515151515152,1.0,0.16666666666666666,0.0,0.08333333333333333,21.583333333333332,0.0010999558318893759,0.9923371647509579,0.9928148509056213,1.0,0.916666666667,1.0,-15.997499999999999,0.3465395
12.0,2.0,19634.0,270970.0,398,0.030303030303030304,2.0,0.3333333333333333,0.0,0.16666666666666666,33.166666666666664,0.0016902796181157205,0.9900497512437811,0.9907836163527362,1.0,0.991723962312,0.9166666666666666,-24.935,0.500029
17.0,23.0,19634.0,270970.0,1301,0.16911764705882354,23.0,2.7058823529411766,0.176470588235,0.35294117647058826,76.52941176470588,0.0039011781498040415,0.9658500371195249,0.9682451254395573,1.0,0.937884139524,1.0,-79.7,0.425667
13.0,15.0,19634.0,270970.0,1104,0.19230769230769232,15.0,2.3076923076923075,0.153846153846,0.38461538461538464,84.92307692307692,0.004328172719182352,0.9735449735449735,0.9755780702975434,1.0,0.926526321119,1.0,-67.6475,0.480392
8.0,5.0,19634.0,270970.0,774,0.17857142857142858,5.0,1.25,0.0,0.375,96.75,0.004929685111586671,0.9872448979591837,0.9886710897690837,1.0,0.986069806569,1.0,-47.825,0.878304
10.0,0.0,19634.0,270970.0,116,0.0,0.0,0.0,0.0,0.0,11.6,0.000591112922951488,1.0,1.0002140000295172,1.0,1.0,1.0,-7.3,0.3910685
10.0,46.0,19634.0,270970.0,1930,1.0222222222222221,46.0,9.2,0.5,0.6,193.0,0.009834896045658377,0.9545004945598418,0.9580497370816061,1.0,0.955840123302,1.0,-117.89750000000001,0.667805
5.0,0.0,19634.0,270970.0,181,0.0,0.0,0.0,0.0,0.0,36.2,0.0018442100973050078,1.0,1.000333873803081,1.0,1.0,1.0,-11.26,0.942122
7.0,3.0,19634.0,270970.0,364,0.14285714285714285,3.0,0.8571428571428571,0.0,0.2857142857142857,52.0,0.0026494115249401334,0.9837837837837838,0.9844550014537734,1.0,0.992620741461,1.0,-22.6125,0.6635485
14.0,8.0,19634.0,270970.0,713,0.08791208791208792,8.0,1.1428571428571428,0.0,0.35714285714285715,50.92857142857143,0.002595747779234018,0.9780521262002744,0.9793660800957883,1.0,0.936779980132,1.0,-44.1275,0.6787465
8.0,25.0,19634.0,270970.0,975,0.8928571428571429,25.0,6.25,0.125,0.625,121.875,0.006209874656068481,0.9512195121951219,0.9530155388315785,1.0,0.926362259791,1.0,-59.2975,0.873527
8.0,2.0,19634.0,270970.0,530,0.07142857142857142,2.0,0.5,0.0,0.125,66.25,0.0033756241720167123,0.9925093632958801,0.9934863830538004,1.0,0.998820754717,1.0,-33.2,0.790468
16.0,2.0,19634.0,270970.0,1330,0.016666666666666666,2.0,0.25,0.0,0.0625,83.125,0.004237180140687124,0.9970014992503748,0.9994496554022415,1.0,0.998188405797,1.0,-82.95,0.7104745
8.0,2.0,19634.0,270970.0,226,0.07142857142857142,2.0,0.5,0.0,0.25,28.25,0.0014394170997656171,0.9826086956521739,0.9830255452284998,1.0,0.98947251773,1.0,-14.0825,0.599555
17.0,3.0,19634.0,270970.0,297,0.022058823529411766,3.0,0.35294117647058826,0.0,0.17647058823529413,17.470588235294116,0.0008905840972265952,0.9801980198019802,0.9807457568365651,1.0,0.979951980792,1.0,-18.4,0.779714
13.0,20.0,19634.0,270970.0,858,0.2564102564102564,20.0,3.076923076923077,0.0769230769231,0.46153846153846156,66.0,0.00336374292849498,0.955456570155902,0.9570373851784351,1.0,0.960847429608,0.9230769230769231,-52.4025,0.7361
19.0,5.0,19634.0,270970.0,525,0.029239766081871343,5.0,0.5263157894736842,0.0526315789474,0.10526315789473684,27.63157894736842,0.0014086963521472557,0.9813084112149533,0.982276233430621,1.0,0.991591882933,1.0,-32.2875,0.7370395
17.0,4.0,19634.0,270970.0,469,0.029411764705882353,4.0,0.47058823529411764,0.0,0.23529411764705882,27.58823529411765,0.0014063432377079904,0.9832285115303984,0.9840931854524597,1.0,0.977970082382,1.0,-29.145,0.6167365
8.0,2.0,19634.0,270970.0,170,0.07142857142857142,2.0,0.5,0.0,0.25,21.25,0.001082747375929889,0.9770114942528736,0.977325086059642,1.0,0.93108974359,1.0,-10.525,0.7403585
15.0,2.0,19634.0,270970.0,308,0.01904761904761905,2.0,0.26666666666666666,0.0,0.06666666666666667,20.533333333333335,0.0010466044820497138,0.9871794871794872,0.9877474971528571,1.0,0.985185185185,1.0,-19.0,0.3966305
6.0,2.0,19634.0,270970.0,52,0.13333333333333333,2.0,0.6666666666666666,0.0,0.16666666666666666,8.666666666666666,0.0004415460906188438,0.9285714285714286,0.9286673716550393,1.0,0.916666666667,1.0,-3.11,0.4117745
17.0,9.0,19634.0,270970.0,450,0.0661764705882353,9.0,1.0588235294117647,0.0,0.29411764705882354,26.470588235294116,0.00134936984428272,0.9615384615384616,0.962368150386706,1.0,0.957217879373,1.0,-27.525,0.528616
14.0,38.0,19634.0,270970.0,1764,0.4175824175824176,38.0,5.428571428571429,0.285714285714,0.42857142857142855,126.0,0.006422018348623854,0.9586956521739131,0.9619405181484397,1.0,0.960779127315,1.0,-107.95,0.6437425
11.0,5.0,19634.0,270970.0,1170,0.09090909090909091,5.0,0.9090909090909091,0.0909090909091,0.09090909090909091,106.36363636363636,0.0054203555197287045,0.9915254237288136,0.9936797231211907,1.0,0.996281922265,1.0,-72.64,0.91964
14.0,3.0,19634.0,270970.0,927,0.03296703296703297,3.0,0.42857142857142855,0.0,0.21428571428571427,66.21428571428571,0.0033748361730013107,0.9935691318327974,0.9952767512786592,1.0,0.996270091223,1.0,-57.5725,0.951353
8.0,2.0,19634.0,270970.0,396,0.07142857142857142,2.0,0.5,0.0,0.125,49.5,0.002522164475695506,0.99,0.9907301800373203,1.0,0.997607655502,1.0,-24.5425,0.889692
7.0,5.0,19634.0,270970.0,1147,0.23809523809523808,5.0,1.4285714285714286,0.0,0.42857142857142855,163.85714285714286,0.008348557744797619,0.9913569576490925,0.9934689970099935,1.0,0.982330139289,1.0,-71.03,0.556947
6.0,0.0,19634.0,270970.0,266,0.0,0.0,0.0,0.0,0.0,44.333333333333336,0.002258678078934855,1.0,1.0004905884479331,1.0,1.0,1.0,-16.7175,0.491005
14.0,8.0,19634.0,270970.0,511,0.08791208791208792,8.0,1.1428571428571428,0.0714285714286,0.21428571428571427,36.5,0.0018603465851172274,0.969639468690702,0.9705815170467262,1.0,0.985717473334,1.0,-31.5175,0.833912
17.0,6.0,19634.0,270970.0,931,0.04411764705882353,6.0,0.7058823529411765,0.0,0.29411764705882354,54.76470588235294,0.0027916962778382496,0.9872746553552492,0.9889896494881639,1.0,0.987709247291,1.0,-58.0225,0.8110415
19.0,7.0,19634.0,270970.0,587,0.04093567251461988,7.0,0.7368421052631579,0.0,0.15789473684210525,30.894736842105264,0.0015750566832579793,0.9767054908485857,0.9777874925702035,1.0,0.988058999876,1.0,-36.1725,0.579559
15.0,24.0,19634.0,270970.0,1678,0.22857142857142856,24.0,3.2,0.133333333333,0.6666666666666666,111.86666666666666,0.005701955587270843,0.9721900347624566,0.9752770336770398,1.0,0.966826818938,1.0,-103.02,0.921496
15.0,4.0,19634.0,270970.0,413,0.0380952380952381,4.0,0.5333333333333333,0.0,0.13333333333333333,27.533333333333335,0.0014034014645666615,0.9809976247030879,0.9817591325993532,1.0,0.989847410789,0.9333333333333333,-25.66,0.5235655
19.0,2.0,19634.0,270970.0,603,0.011695906432748537,2.0,0.21052631578947367,0.0,0.10526315789473684,31.736842105263158,0.0016179883816091337,0.9934102141680395,0.9945216550045508,1.0,0.998321631733,1.0,-37.6125,0.744954
18.0,9.0,19634.0,270970.0,466,0.058823529411764705,9.0,1.0,0.0,0.2777777777777778,25.88888888888889,0.001319784303063259,0.9628099173553719,0.963669080906188,1.0,0.959597422409,1.0,-28.045,0.860825
17.0,11.0,19634.0,270970.0,403,0.08088235294117647,11.0,1.2941176470588236,0.0,0.4117647058823529,23.705882352941178,0.0012084356605465247,0.9482352941176471,0.9489783964500296,1.0,0.870559960661,1.0,-24.6475,0.5898485
14.0,9.0,19634.0,270970.0,578,0.0989010989010989,9.0,1.2857142857142858,0.0,0.35714285714285715,41.285714285714285,0.0021042667831658655,0.9697986577181208,0.9708640955061393,1.0,0.950022283386,1.0,-35.27,0.893781
15.0,9.0,19634.0,270970.0,377,0.08571428571428572,9.0,1.2,0.0,0.3333333333333333,25.133333333333333,0.001281071070560851,0.9544303797468354,0.9551255681945368,1.0,0.871967955416,1.0,-22.8875,0.5267605
7.0,2.0,19634.0,270970.0,145,0.09523809523809523,2.0,0.5714285714285714,0.0,0.14285714285714285,20.714285714285715,0.0010553974481217565,0.9731543624161074,0.973421850116285,1.0,0.987878787879,0.8571428571428571,-8.8275,0.436832
17.0,2.0,19634.0,270970.0,342,0.014705882352941176,2.0,0.23529411764705882,0.0,0.11764705882352941,20.11764705882353,0.0010255210816548673,0.9884393063583815,0.9890699791867095,1.0,0.96547314578,1.0,-21.2125,0.649152
19.0,3.0,19634.0,270970.0,480,0.017543859649122806,3.0,0.3157894736842105,0.0,0.05263157894736842,25.263157894736842,0.0012879509505346338,0.9876543209876543,0.9885392538986779,1.0,0.983251854395,1.0,-29.7875,0.594498
7.0,5.0,19634.0,270970.0,785,0.23809523809523808,5.0,1.4285714285714286,0.0,0.42857142857142855,112.14285714285714,0.005713703426038475,0.9874213836477987,0.9888678150160123,1.0,0.985015909582,1.0,-48.365,0.892652
6.0,9.0,19634.0,270970.0,1335,0.6,9.0,3.0,0.166666666667,0.6666666666666666,222.5,0.01133584674954147,0.9866962305986696,0.9891536310555437,1.0,0.96692049728,1.0,-82.905,0.412848
12.0,2.0,19634.0,270970.0,467,0.030303030303030304,2.0,0.3333333333333333,0.0,0.08333333333333333,38.916666666666664,0.0019833180443719635,0.9915074309978769,0.9923684144363903,1.0,0.999055712937,1.0,-28.9125,0.565292
7.0,1.0,19634.0,270970.0,527,0.047619047619047616,1.0,0.2857142857142857,0.0,0.14285714285714285,75.28571428571429,0.0038358238286907978,0.996219281663516,0.9971907729117994,1.0,0.997818974918,1.0,-32.68,0.994726
13.0,48.0,19634.0,270970.0,2076,0.6153846153846154,48.0,7.384615384615385,0.307692307692,0.6923076923076923,159.69230769230768,0.008138846526288553,0.9558011049723757,0.9596178427279279,1.0,0.955097283072,1.0,-126.69749999999999,0.959798
18.0,2.0,19634.0,270970.0,149,0.013071895424836602,2.0,0.2222222222222222,0.0,0.05555555555555555,8.277777777777779,0.00042199111836142833,0.9738562091503268,0.9741310737933255,1.0,0.972222222222,1.0,-9.2825,0.4037805
16.0,6.0,19634.0,270970.0,893,0.05,6.0,0.75,0.0,0.3125,55.8125,0.002844963808747069,0.9867403314917127,0.9883854410213735,1.0,0.934731518656,1.0,-55.3875,0.559574
17.0,7.0,19634.0,270970.0,1093,0.051470588235294115,7.0,0.8235294117647058,0.0,0.23529411764705882,64.29411764705883,0.0032774694217800287,0.987353206865402,0.9893660277795873,1.0,0.985539945076,0.9411764705882353,-68.0,0.871264
9.0,6.0,19634.0,270970.0,380,0.16666666666666666,6.0,1.3333333333333333,0.0,0.3333333333333333,42.22222222222222,0.002151450813871196,0.9693877551020408,0.9700884639243337,1.0,0.95610670194,1.0,-23.1925,0.667783
15.0,23.0,19634.0,270970.0,2614,0.21904761904761905,23.0,3.066666666666667,0.133333333333,0.4666666666666667,174.26666666666668,0.008882545831421921,0.9827067669172932,0.9875074310030366,1.0,0.984947234357,1.0,-161.98,0.7949775
6.0,7.0,19634.0,270970.0,532,0.4666666666666667,7.0,2.3333333333333335,0.166666666667,0.5,88.66666666666667,0.00451735615786971,0.9743589743589743,0.9753396954470586,1.0,0.973396538102,1.0,-32.82,0.989755
18.0,18.0,19634.0,270970.0,1547,0.11764705882352941,18.0,2.0,0.0555555555556,0.2222222222222222,85.94444444444444,0.004381344027551206,0.9772583701831965,0.9801049929697955,1.0,0.992247078555,1.0,-95.4525,0.757943
9.0,3.0,19634.0,270970.0,256,0.08333333333333333,3.0,0.6666666666666666,0.0,0.2222222222222222,28.444444444444443,0.0014493984430290162,0.9770992366412213,0.9775713958474037,1.0,0.991452991453,1.0,-15.82,0.795467
7.0,0.0,19634.0,270970.0,190,0.0,0.0,0.0,0.0,0.0,27.142857142857142,0.0013829345871940258,1.0,1.0003504694445982,1.0,1.0,1.0,-11.9425,0.614878
5.0,0.0,19634.0,270970.0,46,0.0,0.0,0.0,0.0,0.0,9.2,0.0004686942788730959,1.0,1.000084873041001,1.0,1.0,1.0,-2.885,0.644764
7.0,15.0,19634.0,270970.0,729,0.7142857142857143,15.0,4.285714285714286,0.285714285714,0.42857142857142855,104.14285714285714,0.005306101652970762,0.9604743083003953,0.9618177428858194,1.0,0.976025625561,1.0,-44.4475,0.986289
8.0,13.0,19634.0,270970.0,849,0.4642857142857143,13.0,3.25,0.25,0.75,106.125,0.005407367777438092,0.9702857142857143,0.9718499329225779,1.0,0.970508669365,1.0,-52.4375,0.942068
6.0,2.0,19634.0,270970.0,287,0.13333333333333333,2.0,0.6666666666666666,0.0,0.3333333333333333,47.833333333333336,0.0024369947693770803,0.9862542955326461,0.9867835980520892,1.0,0.97149564051,1.0,-17.785,0.924761
8.0,8.0,19634.0,270970.0,747,0.2857142857142857,8.0,2.0,0.0,0.375,93.375,0.004757719351880159,0.9790301441677588,0.9804066688023901,1.0,0.954505779917,1.0,-46.0475,0.986344
15.0,43.0,19634.0,270970.0,2075,0.4095238095238095,43.0,5.733333333333333,0.2,0.7333333333333333,138.33333333333334,0.007050987987834922,0.960203609440074,0.9640184455675833,1.0,0.943223668069,1.0,-126.845,0.845346
6.0,1.0,19634.0,270970.0,239,0.06666666666666667,1.0,0.3333333333333333,0.0,0.16666666666666666,39.833333333333336,0.002029413762651994,0.991701244813278,0.9921420602665341,1.0,0.990990990991,1.0,-15.02,0.595192
10.0,0.0,19634.0,270970.0,203,0.0,0.0,0.0,0.0,0.0,20.3,0.001034447615165104,1.0,1.0003744399540342,1.0,1.0,1.0,-12.5975,0.553238
14.0,7.0,19634.0,270970.0,301,0.07692307692307693,7.0,1.0,0.0,0.2857142857142857,21.5,0.0010958205912334352,0.9555555555555556,0.9561106736149662,1.0,0.951076740765,1.0,-18.545,0.50937
10.0,1.0,19634.0,270970.0,842,0.022222222222222223,1.0,0.2,0.0,0.1,84.2,0.004290664492458214,0.9976303317535545,0.9991816048292022,1.0,0.99375,1.0,-52.515,0.677262
6.0,10.0,19634.0,270970.0,542,0.6666666666666666,10.0,3.3333333333333335,0.166666666667,0.5,90.33333333333333,0.004602268867604103,0.9644128113879004,0.9654119597153408,1.0,0.958828422199,1.0,-33.14,0.458776
15.0,126.0,19634.0,270970.0,5745,1.2,126.0,16.8,0.533333333333,0.6666666666666666,383.0,0.01952189204342729,0.9579789894947474,0.9684734244301642,1.0,0.954974377389,1.0,-350.6475,0.920834
13.0,5.0,19634.0,270970.0,782,0.0641025641025641,5.0,0.7692307692307693,0.0,0.23076923076923078,60.15384615384615,0.0030657890094208324,0.9873737373737373,0.9888146489437781,1.0,0.974329968674,1.0,-48.5325,0.8321965
8.0,2.0,19634.0,270970.0,233,0.07142857142857142,2.0,0.5,0.0,0.125,29.125,0.001484000815245083,0.9831223628691983,0.9835521181669007,1.0,0.983870967742,1.0,-14.32,0.759566
9.0,45.0,19634.0,270970.0,1003,1.25,45.0,10.0,0.222222222222,0.4444444444444444,111.44444444444444,0.005678697806086341,0.9176578225068619,0.9195054681862631,1.0,0.952637473121,1.0,-60.325,0.964375
12.0,230.0,19634.0,270970.0,5711,3.484848484848485,230.0,38.333333333333336,0.583333333333,0.75,475.9166666666667,0.02425423843984643,0.9254577864203533,0.9358947270864095,1.0,0.925756115746,1.0,-342.065,0.8579205
8.0,33.0,19634.0,270970.0,3361,1.1785714285714286,33.0,8.25,0.375,0.5,420.125,0.02140655253235504,0.9807411730376423,0.9869054875075498,1.0,0.983888905364,1.0,-207.8175,0.60097
8.0,5.0,19634.0,270970.0,1462,0.17857142857142858,5.0,1.25,0.0,0.5,182.75,0.009311627432997044,0.9932065217391305,0.9958970287764074,1.0,0.993576150581,1.0,-90.98,0.995553
10.0,33.0,19634.0,270970.0,3457,0.7333333333333333,33.0,6.6,0.3,0.6,345.7,0.017616184264166328,0.9812659665058189,0.987605235683621,1.0,0.97904238211,1.0,-214.09,0.989014
15.0,7.0,19634.0,270970.0,404,0.06666666666666667,7.0,0.9333333333333333,0.0,0.26666666666666666,26.933333333333334,0.001372818866065209,0.9665071770334929,0.9672521109298291,1.0,0.953848133848,1.0,-24.7225,0.821122
19.0,41.0,19634.0,270970.0,1727,0.23976608187134502,41.0,4.315789473684211,0.210526315789,0.5263157894736842,90.89473684210526,0.004633940190777734,0.9546710889994472,0.9578481450256436,1.0,0.894962122286,0.9473684210526315,-105.54,0.653907
17.0,5.0,19634.0,270970.0,655,0.03676470588235294,5.0,0.5882352941176471,0.0,0.23529411764705882,38.529411764705884,0.001964082773344848,0.9849624060150376,0.9861695901428701,1.0,0.945987902219,1.0,-40.555,0.3473375
19.0,201.0,19634.0,270970.0,1143,1.1754385964912282,201.0,21.157894736842106,0.789473684211,0.631578947368421,60.1578947368421,0.0030669332009605967,0.7398058252427184,0.7419120349681372,1.0,0.727841710876,0.9473684210526315,-60.3625,0.830323
15.0,160.0,19634.0,270970.0,951,1.5238095238095237,160.0,21.333333333333332,0.866666666667,0.6666666666666666,63.4,0.0032315612416534993,0.7482297403619197,0.7499825063593651,0.914893617021,0.68526253928,0.9333333333333333,-50.99250000000001,0.771551
9.0,83.0,19634.0,270970.0,953,2.3055555555555554,83.0,18.444444444444443,0.888888888889,0.6666666666666666,105.88888888888889,0.005395612172682237,0.8516532618409294,0.8534092091219749,0.919075144509,0.787194086677,0.8888888888888888,-54.9075,0.625384
10.0,17.0,19634.0,270970.0,1549,0.37777777777777777,17.0,3.4,0.2,0.6,154.9,0.007893395841826335,0.9785217940619078,0.981372076053977,1.0,0.964657026435,1.0,-96.0375,0.845293
16.0,34.0,19634.0,270970.0,2512,0.2833333333333333,34.0,4.25,0.1875,0.625,157.0,0.008002854521357936,0.9736434108527132,0.9782578006951773,1.0,0.969536066812,1.0,-154.685,0.800632
7.0,10.0,19634.0,270970.0,1821,0.47619047619047616,10.0,2.857142857142857,0.142857142857,0.5714285714285714,260.14285714285717,0.013254336227791163,0.9891363389462249,0.9924853598955371,1.0,0.986622030906,1.0,-113.135,0.997055
19.0,6.0,19634.0,270970.0,926,0.03508771929824561,6.0,0.631578947368421,0.0,0.2631578947368421,48.73684210526316,0.0024846720420730645,0.9872068230277186,0.9889126223770832,1.0,0.97611896138,1.0,-57.4,0.757321
12.0,20.0,19634.0,270970.0,1014,0.30303030303030304,20.0,3.3333333333333335,0.25,0.16666666666666666,84.5,0.004306390785852614,0.9620493358633776,0.9639170349833118,1.0,0.980368515703,1.0,-62.1375,0.635535
7.0,7.0,19634.0,270970.0,570,0.3333333333333333,7.0,2.0,0.142857142857,0.2857142857142857,81.42857142857143,0.004148803761582077,0.976027397260274,0.9770780962516029,1.0,0.988085054381,1.0,-35.305,0.365369
9.0,6.0,19634.0,270970.0,300,0.16666666666666666,6.0,1.3333333333333333,0.0,0.5555555555555556,33.333333333333336,0.0016985138004246285,0.9615384615384616,0.9620917343314563,1.0,0.937098948768,1.0,-18.125,0.728421
11.0,346.0,19634.0,270970.0,740,6.290909090909091,346.0,62.90909090909091,0.909090909091,0.8181818181818182,67.27272727272727,0.003428259046666018,0.5167597765363129,0.5181251204184653,1.0,0.502497205682,1.0,-31.33,0.687749
14.0,535.0,19634.0,270970.0,2464,5.8791208791208796,535.0,76.42857142857143,0.928571428571,1.0,176.0,0.008970438328236493,0.6972269383135258,0.7017619020743064,0.918918918919,0.663622185094,1.0,-126.38499999999999,0.988374
18.0,228.0,19634.0,270970.0,4787,1.4901960784313726,228.0,25.333333333333332,0.555555555556,0.6666666666666666,265.94444444444446,0.01355752673554468,0.9130268930001907,0.9217899428417529,1.0,0.914085930073,1.0,-285.0675,0.97559
18.0,112.0,19634.0,270970.0,3168,0.7320261437908496,112.0,12.444444444444445,0.388888888889,0.5,176.0,0.00897226753670473,0.9339622641509434,0.9397763456802231,1.0,0.908870202501,1.0,-190.6425,0.9146105
14.0,8.0,19634.0,270970.0,1815,0.08791208791208792,8.0,1.1428571428571428,0.0714285714286,0.14285714285714285,129.64285714285714,0.006607688947138489,0.9912616056799564,0.9945996042417663,1.0,0.998455020493,0.9285714285714286,-113.3,0.546003
7.0,1.0,19634.0,270970.0,145,0.047619047619047616,1.0,0.2857142857142857,0.0,0.14285714285714285,20.714285714285715,0.0010553974481217565,0.9863945578231292,0.9866620445364185,1.0,0.997378768021,1.0,-8.945,0.534224
6.0,0.0,19634.0,270970.0,482,0.0,0.0,0.0,0.0,0.0,80.33333333333333,0.004092792609197745,1.0,1.0008886070255263,1.0,1.0,1.0,-30.2675,0.792847
8.0,1.0,19634.0,270970.0,33,0.03571428571428571,1.0,0.25,0.0,0.125,4.125,0.0002101803729746255,0.9428571428571428,0.9429180317238903,1.0,0.985294117647,1.0,-1.9575,0.257099
19.0,10.0,19634.0,270970.0,2706,0.05847953216374269,10.0,1.0526315789473684,0.0526315789474,0.15789473684210525,142.42105263157896,0.007260823483638998,0.9926632428466617,0.9976317900698939,1.0,0.991656382821,1.0,-168.635,0.7565125
13.0,6.0,19634.0,270970.0,2478,0.07692307692307693,6.0,0.9230769230769231,0.0,0.15384615384615385,190.6153846153846,0.009714865940338649,0.9951807228915662,0.9997324728722792,1.0,0.995666365446,1.0,-154.94,0.701897
8.0,1.0,19634.0,270970.0,287,0.03571428571428571,1.0,0.25,0.0,0.125,35.875,0.0018279323346581066,0.9930795847750865,0.9936088853421943,1.0,0.995689655172,1.0,-17.9375,0.770411
7.0,5.0,19634.0,270970.0,646,0.23809523809523808,5.0,1.4285714285714286,0.0,0.42857142857142855,92.28571428571429,0.004701977596459688,0.9847560975609756,0.9859467141750536,1.0,0.986957178813,1.0,-40.01,0.99654
10.0,11.0,19634.0,270970.0,932,0.24444444444444444,11.0,2.2,0.1,0.4,93.2,0.00474928658785161,0.9769392033542977,0.9786560680498858,1.0,0.890925452987,1.0,-57.575,0.610344
